name,appid,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,genre,tags
APB Reloaded,113400,Reloaded Productions,Little Orbit,22271,12674,"5,000,000 .. 10,000,000",1181,7,127,7,0,0,0,246,"Action, Free to Play, Massively Multiplayer","{'Free to Play': 1666, 'Open World': 935, 'Action': 882, 'Multiplayer': 847, 'Character Customization': 843, 'Massively Multiplayer': 718, 'Shooter': 606, 'Third-Person Shooter': 577, 'PvP': 459, 'Crime': 419, 'Third Person': 416, 'Co-op': 337, 'Racing': 296, 'Sandbox': 266, 'FPS': 248, 'Adventure': 222, 'Singleplayer': 215, 'Nudity': 210, 'Hacking': 205, 'Anime': 116}"
Deceit,466240,Baseline,Baseline,55382,13653,"5,000,000 .. 10,000,000",348,30,76,30,0,0,0,632,"Action, Free to Play, Indie","{'Multiplayer': 1303, 'Horror': 1138, 'Free to Play': 1136, 'Co-op': 810, 'Survival Horror': 690, 'Survival': 522, 'FPS': 491, 'Action': 476, 'First-Person': 400, 'Psychological Horror': 324, 'Mystery': 302, 'Strategy': 293, 'Gore': 250, 'Shooter': 235, 'Psychological': 233, 'Zombies': 212, 'Indie': 190, 'Atmospheric': 180, 'Funny': 179, 'Social Deduction': 98}"
DayZ,221100,Bohemia Interactive,Bohemia Interactive,172945,86063,"2,000,000 .. 5,000,000",9711,824,2348,679,4499,4499,0,13980,"Action, Adventure, Massively Multiplayer","{'Survival': 13652, 'Zombies': 9075, 'Multiplayer': 8985, 'Open World': 8142, 'Action': 6070, 'PvP': 4671, 'Shooter': 4478, 'Massively Multiplayer': 4415, 'Horror': 3205, 'Simulation': 3018, 'Early Access': 2985, 'Post-apocalyptic': 2912, 'FPS': 2857, 'First-Person': 2342, 'Survival Horror': 2307, 'Sandbox': 2025, 'Adventure': 1969, 'Co-op': 1750, 'Indie': 1639, 'Atmospheric': 1609}"
Football Manager 2020,1100600,Sports Interactive,SEGA,26840,3393,"2,000,000 .. 5,000,000",15065,573,11011,1095,0,0,0,14113,"Simulation, Sports","{'Simulation': 250, 'Sports': 239, 'Management': 215, 'Soccer': 187, 'Multiplayer': 44, 'Football': 43, 'Strategy': 39, 'Singleplayer': 15}"
Freestyle 2: Street Basketball,339610,JOYCITY,JOYCITY,7906,2874,"2,000,000 .. 5,000,000",788,0,59,0,0,0,0,464,"Action, Casual, Free to Play, Massively Multiplayer, Sports","{'Free to Play': 660, 'Basketball': 394, 'Sports': 336, 'Multiplayer': 232, 'Massively Multiplayer': 187, 'Action': 135, 'Casual': 126, 'Co-op': 116, 'Competitive': 89, 'Strategy': 83, 'Simulation': 74, 'Singleplayer': 73, 'e-sports': 70, 'Controller': 57, 'Anime': 38, 'Great Soundtrack': 37, 'Open World': 35, 'Funny': 35, 'FPS': 16, '2D': 14}"
Half-Life: Source,280,Valve,Valve,6673,2175,"2,000,000 .. 5,000,000",361,169,89,169,999,999,0,24,Action,"{'FPS': 370, 'Action': 276, 'Classic': 219, 'Sci-fi': 200, 'Singleplayer': 185, 'Shooter': 167, 'First-Person': 164, 'Aliens': 138, ""1990's"": 110, 'Zombies': 107, 'Story Rich': 106, 'Adventure': 89, 'Remake': 81, 'Atmospheric': 77, 'Horror': 50, 'Silent Protagonist': 49, 'Multiplayer': 48, 'Moddable': 38, 'Great Soundtrack': 34, 'Gore': 12}"
DARK SOULS III,374320,"FromSoftware, Inc.","FromSoftware, Inc., BANDAI NAMCO Entertainment",225216,14955,"2,000,000 .. 5,000,000",4205,236,1829,167,5999,5999,0,11195,Action,"{'Souls-like': 8060, 'Dark Fantasy': 6996, 'Difficult': 6172, 'RPG': 5147, 'Atmospheric': 4662, 'Lore-Rich': 4023, 'Third Person': 3704, 'Exploration': 3343, 'Story Rich': 3307, 'Co-op': 3085, 'Action RPG': 3076, 'Great Soundtrack': 2860, 'PvP': 2860, 'Adventure': 2856, 'Action': 2832, 'Multiplayer': 2699, 'Open World': 2659, 'Singleplayer': 1984, 'Replay Value': 1407, 'Character Customization': 1391}"
Prison Architect,233450,"Double Eleven, Introversion Software",Paradox Interactive,49354,4843,"2,000,000 .. 5,000,000",1332,670,633,1005,2999,2999,0,2045,"Indie, Simulation, Strategy","{'Simulation': 1746, 'Building': 1632, 'Strategy': 1622, 'Sandbox': 1620, 'Base-Building': 1607, 'Colony Sim': 1604, 'Management': 1488, 'City Builder': 1480, '2D': 1470, 'Top-Down': 1458, 'Economy': 998, 'Resource Management': 988, 'Capitalism': 986, 'Funny': 984, 'Moddable': 973, 'Singleplayer': 966, 'Multiplayer': 919, 'Replay Value': 854, 'Indie': 848, 'Casual': 294}"
Clicker Heroes,363970,Playsaurus,Playsaurus,48531,5439,"5,000,000 .. 10,000,000",3656,0,535,0,0,0,0,3139,"Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy","{'Clicker': 1917, 'Free to Play': 1257, 'Casual': 620, 'Singleplayer': 602, '2D': 363, 'Indie': 336, 'Funny': 240, 'Addictive': 225, 'RPG': 208, 'Adventure': 185, 'Fantasy': 149, 'Strategy': 131, 'Simulation': 129, 'Family Friendly': 129, 'Multiplayer': 98, 'Touch-Friendly': 87, 'Action': 75, 'Management': 74, 'Idler': 56, 'Illuminati': 40}"
BioShock Infinite,8870,"Irrational Games, Virtual Programming (Linux)",2K,103178,5125,"2,000,000 .. 5,000,000",673,83,544,112,749,2999,75,693,Action,"{'FPS': 2817, 'Story Rich': 2485, 'Action': 2191, 'Singleplayer': 1846, 'Steampunk': 1771, 'Atmospheric': 1630, 'Shooter': 1461, 'First-Person': 1354, 'Alternate History': 944, 'Beautiful': 934, 'Adventure': 840, 'Great Soundtrack': 733, 'Dystopian ': 687, 'Sci-fi': 531, 'Time Travel': 412, 'Fantasy': 321, 'Gore': 288, 'Linear': 271, 'RPG': 242, 'Immersive': 171}"
The Elder Scrolls V: Skyrim Special Edition,489830,Bethesda Game Studios,Bethesda Softworks,130868,16025,"2,000,000 .. 5,000,000",2712,317,909,89,3999,3999,0,14893,RPG,"{'Open World': 4060, 'RPG': 3485, 'Adventure': 2554, 'Singleplayer': 2511, 'Fantasy': 2484, 'Character Customization': 2069, 'Dragons': 1868, 'Moddable': 1761, 'Story Rich': 1633, 'Magic': 1556, 'First-Person': 1424, 'Action': 1352, 'Atmospheric': 1333, 'Great Soundtrack': 1260, 'Third Person': 1003, 'Stealth': 899, 'Classic': 831, 'Remake': 711, 'Female Protagonist': 488, 'Walking Simulator': 474}"
Halo: The Master Chief Collection,976730,"343 Industries, Splash Damage, Ruffian Games, Bungie, Saber Interactive",Xbox Game Studios,131924,10361,"2,000,000 .. 5,000,000",1917,339,615,493,3999,3999,0,5045,Action,"{'Great Soundtrack': 3294, 'FPS': 3147, 'Classic': 2980, 'Multiplayer': 2914, 'Story Rich': 2709, 'Sci-fi': 2678, 'Co-op': 2479, 'First-Person': 2327, 'Epic': 2268, 'Action': 2240, 'Shooter': 2191, 'Lore-Rich': 2091, 'Aliens': 2045, 'Singleplayer': 1998, 'Beautiful': 1975, 'Space': 1907, 'Atmospheric': 1823, 'Adventure': 1494, 'Horror': 715, 'Online Co-Op': 167}"
No Man's Sky,275850,Hello Games,Hello Games,127083,56509,"2,000,000 .. 5,000,000",2180,754,881,934,2999,5999,50,4656,"Action, Adventure","{'Open World': 4479, 'Open World Survival Craft': 4438, 'Space': 4064, 'Exploration': 3918, 'Sci-fi': 3204, 'Survival': 2839, 'Procedural Generation': 2749, 'First-Person': 2713, 'Adventure': 2711, 'Singleplayer': 2400, 'Sandbox': 2383, 'Atmospheric': 1873, 'Crafting': 1757, 'Space Sim': 1684, 'Multiplayer': 1638, 'Indie': 1493, 'Action': 1246, 'Simulation': 962, 'FPS': 895, 'Great Soundtrack': 575}"
Killing Floor,1250,Tripwire Interactive,Tripwire Interactive,58333,2849,"2,000,000 .. 5,000,000",1475,1158,317,1158,1999,1999,0,201,Action,"{'FPS': 1617, 'Zombies': 1589, 'Co-op': 1475, 'Survival': 1165, 'Horror': 1025, 'Action': 1013, 'Multiplayer': 987, 'Online Co-Op': 897, 'Gore': 764, 'Shooter': 729, 'Team-Based': 528, 'First-Person': 464, 'Survival Horror': 366, 'Moddable': 331, 'Great Soundtrack': 263, 'Class-Based': 217, 'Singleplayer': 211, 'Difficult': 207, 'Comedy': 140, 'Adventure': 137}"
Devil May Cry 5,601150,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",54410,3643,"2,000,000 .. 5,000,000",1355,181,762,234,2499,2499,0,2017,Action,"{'Action': 1279, 'Hack and Slash': 954, 'Great Soundtrack': 649, 'Demons': 635, 'Character Action Game': 635, 'Spectacle fighter': 527, 'Third Person': 461, 'Singleplayer': 416, 'Violent': 401, 'Classic': 294, 'Stylized': 293, 'Gore': 271, 'Story Rich': 266, 'Multiplayer': 253, 'Nudity': 251, 'Difficult': 240, 'Controller': 235, 'Adventure': 204, 'Anime': 190, 'Co-op': 109}"
Divide By Sheep,252130,"Victor Solodilov, Denis Novikov",tinyBuild,2128,207,"2,000,000 .. 5,000,000",116,0,80,0,499,499,0,2,"Adventure, Casual, Indie","{'Puzzle': 7703, 'Casual': 219, 'Indie': 173, 'Cute': 138, 'Adventure': 122, 'Dark Humor': 110, 'Shooter': 107, 'Funny': 82, 'Relaxing': 69, 'Singleplayer': 69, 'Gore': 66, 'Strategy': 57, 'Difficult': 52, '2D': 18, 'Isometric': 17, 'Touch-Friendly': 17, 'Great Soundtrack': 16}"
Saints Row: The Third,55230,Volition,Deep Silver,57328,2360,"2,000,000 .. 5,000,000",1745,1509,979,1509,999,999,0,410,Action,"{'Open World': 1678, 'Action': 1387, 'Comedy': 1202, 'Co-op': 927, 'Third-Person Shooter': 922, 'Funny': 752, 'Sandbox': 681, 'Third Person': 642, 'Character Customization': 630, 'Online Co-Op': 612, 'Singleplayer': 517, 'Great Soundtrack': 430, 'Shooter': 418, 'Multiplayer': 410, 'Crime': 401, 'Female Protagonist': 322, 'Adventure': 292, 'Satire': 245, 'Zombies': 235, 'RPG': 231}"
Minion Masters,489520,BetaDwarf,BetaDwarf,48361,4240,"2,000,000 .. 5,000,000",1381,0,291,0,0,0,0,1157,"Action, Adventure, Free to Play, Indie, RPG, Strategy","{'Free to Play': 1229, 'Strategy': 621, 'Deckbuilding': 574, 'RTS': 474, 'Tower Defense': 460, 'Multiplayer': 452, 'PvP': 448, 'Card Game': 445, 'RPG': 443, 'Indie': 440, 'Action': 375, 'Adventure': 319, 'Competitive': 256, 'Real Time Tactics': 254, 'Trading Card Game': 249, 'Singleplayer': 249, 'Fantasy': 248, 'Real-Time': 242, 'Top-Down': 240, 'Co-op': 131}"
The Witcher 2: Assassins of Kings Enhanced Edition,20920,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",56369,6185,"2,000,000 .. 5,000,000",1003,73,339,73,1999,1999,0,732,RPG,"{'RPG': 3681, 'Fantasy': 2274, 'Mature': 1784, 'Story Rich': 1644, 'Choices Matter': 1587, 'Singleplayer': 1502, 'Third Person': 1455, 'Adventure': 1399, 'Nudity': 1374, 'Dark Fantasy': 1369, 'Multiple Endings': 1011, 'Action': 955, 'Open World': 920, 'Atmospheric': 875, 'Based On A Novel': 820, 'Well-Written': 808, 'Difficult': 653, 'Medieval': 611, 'Magic': 593, 'Dark': 580}"
Creativerse,280790,Playful Corp.,Playful Corp.,23103,5592,"2,000,000 .. 5,000,000",455,181,97,181,0,0,0,223,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation","{'Free to Play': 1786, 'Open World Survival Craft': 1742, 'Multiplayer': 1390, 'Survival': 1386, 'Open World': 1340, 'Building': 1293, 'Sandbox': 1224, 'Crafting': 1092, 'Adventure': 947, 'First-Person': 565, 'Co-op': 518, 'Massively Multiplayer': 504, 'Action': 497, 'Singleplayer': 435, 'RPG': 399, 'Indie': 366, 'Casual': 359, 'Simulation': 350, 'Early Access': 285, 'Voxel': 261}"
Fistful of Frags,265630,Fistful of Frags Team,Fistful of Frags Team,28635,2726,"2,000,000 .. 5,000,000",466,0,96,0,0,0,0,134,"Action, Free to Play, Indie","{'Free to Play': 1171, 'FPS': 743, 'Multiplayer': 740, 'Western': 684, 'Shooter': 628, 'Action': 525, 'First-Person': 499, 'Funny': 308, 'Indie': 275, 'Mod': 256, 'Online Co-Op': 241, 'Co-op': 204, 'Comedy': 180, 'Survival': 173, 'Massively Multiplayer': 152, 'Classic': 146, 'Historical': 136, 'Simulation': 116, 'Adventure': 109, 'RPG': 72}"
Middle-earth: Shadow of Mordor,241930,Monolith Productions,Warner Bros. Games,61547,5263,"1,000,000 .. 2,000,000",1145,873,905,873,999,999,0,436,,"{'Open World': 1436, 'Action': 1362, 'Fantasy': 1074, 'Adventure': 1011, 'Third Person': 931, 'Stealth': 865, 'Singleplayer': 850, 'RPG': 808, 'Action RPG': 577, 'Assassin': 542, 'Hack and Slash': 515, 'Gore': 494, 'Parkour': 467, 'Story Rich': 425, 'Atmospheric': 425, 'Magic': 394, 'Dark Fantasy': 389, 'Lore-Rich': 376, 'Based On A Novel': 296, 'Sandbox': 264}"
Starbound,211820,Chucklefish,Chucklefish,138086,10249,"2,000,000 .. 5,000,000",3724,207,1858,314,1499,1499,0,2271,"Action, Adventure, Casual, Indie, RPG","{'Open World Survival Craft': 5161, 'Sandbox': 4547, 'Survival': 3158, 'Adventure': 3096, 'Space': 3004, 'Crafting': 2901, 'Online Co-Op': 2839, 'Relaxing': 2752, 'Multiplayer': 2733, 'Pixel Graphics': 2730, 'Open World': 2715, 'Exploration': 2710, 'Indie': 2704, 'Action': 2438, '2D': 2420, 'RPG': 2352, 'Co-op': 2348, 'Atmospheric': 2347, 'Building': 2341, 'Sci-fi': 1314}"
Amnesia: The Dark Descent,57300,Frictional Games,Frictional Games,25326,1424,"2,000,000 .. 5,000,000",170,0,39,0,1999,1999,0,39,"Action, Adventure, Indie","{'Horror': 2523, 'First-Person': 954, 'Atmospheric': 914, 'Survival Horror': 814, 'Indie': 696, 'Dark': 685, 'Singleplayer': 643, 'Adventure': 610, 'Puzzle': 447, 'Stealth': 426, 'Psychological Horror': 405, 'Survival': 351, 'Story Rich': 279, 'Gothic': 229, 'Action': 224, 'Exploration': 223, 'Lovecraftian': 215, 'Great Soundtrack': 187, 'Classic': 168, 'Moddable': 107}"
Magicka,42910,Arrowhead Game Studios,Paradox Interactive,23749,2757,"2,000,000 .. 5,000,000",719,91,380,91,999,999,0,40,"Action, RPG","{'Comedy': 889, 'Co-op': 767, 'Action': 734, 'Fantasy': 578, 'Online Co-Op': 534, 'RPG': 524, 'Multiplayer': 517, 'Magic': 515, 'Adventure': 465, 'Funny': 411, 'Local Co-Op': 278, '4 Player Local': 178, 'Indie': 167, 'Local Multiplayer': 156, 'Difficult': 144, 'Singleplayer': 137, 'Team-Based': 107, 'Action RPG': 92, 'Arcade': 81, 'Strategy': 64}"
GRID 2,44350,Codemasters Racing,Codemasters,22164,4433,"10,000,000 .. 20,000,000",521,91,174,64,0,0,0,200,"Racing, Sports","{'Racing': 9142, 'Driving': 963, 'Sports': 840, 'Multiplayer': 729, 'Arcade': 466, 'Simulation': 465, 'Singleplayer': 318, 'Realistic': 272, 'Action': 253, 'Controller': 233, 'Local Multiplayer': 178, 'Split Screen': 173, 'Open World': 115, 'Co-op': 112, 'Online Co-Op': 101, 'Casual': 82, 'First-Person': 73, 'Local Co-Op': 67, '3D Vision': 57, 'Adventure': 25}"
Just Cause 2,8190,Avalanche Studios,Square Enix,40408,3974,"2,000,000 .. 5,000,000",784,4,247,4,1499,1499,0,192,"Action, Adventure","{'Open World': 1638, 'Action': 1345, 'Sandbox': 840, 'Third Person': 824, 'Multiplayer': 821, 'Adventure': 751, 'Third-Person Shooter': 694, 'Shooter': 651, 'Singleplayer': 610, 'Destruction': 499, 'Exploration': 453, 'Funny': 345, 'Moddable': 257, 'Co-op': 230, 'Beautiful': 190, 'Physics': 172, 'Atmospheric': 160, '3D Vision': 143, 'Comedy': 138, 'Massively Multiplayer': 91}"
Saints Row IV,206420,Deep Silver Volition,Deep Silver,62557,6198,"2,000,000 .. 5,000,000",1049,6,655,6,1499,1499,0,362,"Action, Adventure","{'Open World': 1673, 'Action': 1400, 'Comedy': 1314, 'Co-op': 902, 'Third-Person Shooter': 817, 'Superhero': 771, 'Character Customization': 733, 'Sandbox': 721, 'Funny': 695, 'Third Person': 624, 'Adventure': 583, 'Online Co-Op': 551, 'Aliens': 509, 'Parody ': 483, 'Multiplayer': 424, 'Great Soundtrack': 361, 'Singleplayer': 349, 'Sci-fi': 342, 'Dark Humor': 337, 'Female Protagonist': 301}"
Hollow Knight,367520,Team Cherry,Team Cherry,134889,4356,"2,000,000 .. 5,000,000",1713,547,891,698,1499,1499,0,4152,"Action, Adventure, Indie","{'Metroidvania': 3194, 'Souls-like': 2925, 'Platformer': 2473, 'Great Soundtrack': 2237, 'Difficult': 2064, '2D': 2003, 'Indie': 1732, 'Atmospheric': 1706, 'Exploration': 1645, 'Singleplayer': 1586, 'Adventure': 1530, 'Story Rich': 1426, 'Hand-drawn': 1169, 'Action': 1088, 'Dark Fantasy': 1004, 'Multiple Endings': 909, 'Open World': 871, 'Cute': 861, 'Controller': 654, 'Side Scroller': 612}"
Battlerite,504370,Stunlock Studios,Stunlock Studios,47057,8760,"2,000,000 .. 5,000,000",1501,135,198,135,0,0,0,223,"Action, Free to Play","{'PvP': 858, 'Multiplayer': 746, 'MOBA': 602, 'Competitive': 591, 'Action': 510, 'Free to Play': 471, 'Arena Shooter': 397, 'Fast-Paced': 357, 'Team-Based': 317, 'Fighting': 300, 'Top-Down': 260, 'Early Access': 198, 'Strategy': 152, 'e-sports': 128, 'Difficult': 109, 'Great Soundtrack': 81, 'RPG': 73, 'Top-Down Shooter': 69, 'Hack and Slash': 68, 'Atmospheric': 56}"
Total War: WARHAMMER II,594570,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",82040,5587,"2,000,000 .. 5,000,000",9605,488,4638,418,5999,5999,0,23934,"Action, Strategy","{'Strategy': 1219, 'Fantasy': 736, 'Turn-Based Strategy': 615, 'RTS': 602, 'Grand Strategy': 573, 'War': 438, 'Multiplayer': 398, 'Games Workshop': 373, 'Action': 356, 'Turn-Based': 280, 'Singleplayer': 268, 'Dark Fantasy': 241, 'Co-op': 235, 'Tactical': 222, 'Real Time Tactics': 186, 'Atmospheric': 128, 'Story Rich': 128, 'Dinosaurs': 112, 'Great Soundtrack': 91, 'Warhammer 40K': 85}"
BioShock,7670,"2K Boston, 2K Australia",2K,23169,1356,"2,000,000 .. 5,000,000",367,23,223,23,499,1999,75,72,"Action, RPG","{'FPS': 1256, 'Atmospheric': 967, 'Story Rich': 920, 'Action': 919, 'Singleplayer': 845, 'Horror': 668, 'Steampunk': 646, 'First-Person': 591, 'Shooter': 553, 'Sci-fi': 461, 'RPG': 448, 'Classic': 414, 'Adventure': 369, 'Dystopian ': 348, 'Underwater': 314, 'Immersive': 306, 'Political': 271, 'Dark': 267, 'Great Soundtrack': 197, 'Alternate History': 167}"
"Star Wars: Battlefront 2 (Classic, 2005)",6060,Pandemic Studios,"Lucasfilm, LucasArts, Disney",40446,2672,"2,000,000 .. 5,000,000",481,40,220,45,999,999,0,233,Action,"{'Action': 823, 'Multiplayer': 742, 'Shooter': 688, 'Third-Person Shooter': 676, 'Classic': 667, 'Sci-fi': 665, 'Space': 659, 'FPS': 594, 'First-Person': 456, 'Singleplayer': 409, 'Moddable': 353, 'Third Person': 340, 'Military': 332, 'Co-op': 243, 'Tactical': 238, 'Strategy': 226, 'Great Soundtrack': 225, 'Adventure': 185, 'Addictive': 155, 'Epic': 136}"
Resident Evil 2,883710,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",82401,2357,"2,000,000 .. 5,000,000",1237,99,840,128,3999,3999,0,1810,Action,"{'Zombies': 1061, 'Survival Horror': 888, 'Horror': 847, 'Remake': 618, 'Singleplayer': 602, 'Third Person': 559, 'Gore': 534, 'Action': 511, 'Atmospheric': 417, 'Puzzle': 389, 'Violent': 389, 'Story Rich': 378, 'Classic': 365, 'Survival': 357, 'Dark': 279, 'Multiplayer': 262, 'Female Protagonist': 262, 'Adventure': 245, 'Difficult': 214, 'Shooter': 212}"
Tabletop Simulator,286160,Berserk Games,Berserk Games,37509,1478,"2,000,000 .. 5,000,000",1750,199,579,121,1999,1999,0,3312,"Casual, Indie, RPG, Simulation, Strategy","{'Tabletop': 817, 'Board Game': 693, 'Simulation': 488, 'Multiplayer': 447, 'Sandbox': 359, 'Card Game': 308, 'Physics': 271, 'Casual': 264, 'VR': 263, 'Strategy': 261, 'Moddable': 258, 'Online Co-Op': 254, 'Co-op': 253, 'Indie': 253, 'RPG': 252, 'Singleplayer': 239, 'Chess': 239, 'Relaxing': 232, 'Gambling': 226, 'Strategy RPG': 224}"
PAYDAY The Heist,24240,OVERKILL Software,Daybreak Game Company,34700,2517,"2,000,000 .. 5,000,000",632,0,193,0,1499,1499,0,30,Action,"{'FPS': 1008, 'Action': 845, 'Co-op': 771, 'Heist': 682, 'Multiplayer': 635, 'Crime': 621, 'Online Co-Op': 607, 'Shooter': 498, 'First-Person': 385, 'Great Soundtrack': 356, 'Team-Based': 353, 'Stealth': 294, 'Difficult': 284, 'Tactical': 269, 'Strategy': 189, 'Singleplayer': 166, 'Simulation': 134, 'RPG': 104, 'Indie': 96, 'Adventure': 81}"
Insurgency,222880,New World Interactive,New World Interactive,110361,10202,"2,000,000 .. 5,000,000",744,212,248,167,1499,1499,0,859,"Action, Indie, Strategy","{'FPS': 6541, 'Realistic': 2181, 'Tactical': 1932, 'Multiplayer': 1902, 'Shooter': 1714, 'Action': 1586, 'Military': 1368, 'Team-Based': 1076, 'Co-op': 1008, 'First-Person': 931, 'Strategy': 814, 'War': 812, 'Online Co-Op': 786, 'Competitive': 634, 'Indie': 600, 'Simulation': 549, 'PvP': 543, 'Singleplayer': 455, 'Atmospheric': 442, 'Adventure': 219}"
Outlast,238320,Red Barrels,Red Barrels,65015,2614,"2,000,000 .. 5,000,000",314,67,132,107,1999,1999,0,550,"Action, Adventure, Indie","{'Horror': 3060, 'First-Person': 1230, 'Survival Horror': 1179, 'Atmospheric': 1157, 'Gore': 999, 'Survival': 975, 'Psychological Horror': 926, 'Singleplayer': 818, 'Adventure': 725, 'Action': 718, 'Dark': 677, 'Indie': 570, 'Stealth': 535, 'Nudity': 392, 'Parkour': 312, 'Difficult': 300, '3D Vision': 177, 'Walking Simulator': 174, 'Multiplayer': 165, 'Sci-fi': 154}"
BLOCKADE 3D,302830,Novalink,Novalink,15799,11620,"2,000,000 .. 5,000,000",337,0,57,0,0,0,0,19,"Action, Free to Play, Early Access","{'Free to Play': 1144, 'Shooter': 710, 'Multiplayer': 656, 'FPS': 596, 'Action': 539, 'Building': 502, 'Zombies': 477, 'Early Access': 391, 'Pixel Graphics': 379, 'Online Co-Op': 322, 'Survival': 309, 'Sandbox': 301, 'Co-op': 241, '3D Vision': 230, 'Massively Multiplayer': 201, 'Funny': 188, 'Adventure': 186, 'Open World': 179, 'Casual': 173, 'Controller': 151}"
Survarium,355840,Vostok Games,Vostok Games,12799,10904,"2,000,000 .. 5,000,000",427,45,53,45,0,0,0,221,"Action, Free to Play, Massively Multiplayer, RPG, Early Access","{'Free to Play': 1759, 'Survival': 1324, 'Multiplayer': 1312, 'FPS': 1087, 'Shooter': 936, 'Post-apocalyptic': 928, 'Action': 699, 'First-Person': 682, 'Open World': 676, 'PvP': 568, 'Early Access': 525, 'Co-op': 453, 'Zombies': 423, 'Atmospheric': 411, 'Massively Multiplayer': 403, 'Crafting': 303, 'Adventure': 261, 'RPG': 251, 'Exploration': 235, 'Singleplayer': 132}"
Age of Empires II (2013),221380,"Skybox Labs, Hidden Path Entertainment, Ensemble Studios, Forgotten Empires",Xbox Game Studios,83261,3903,"5,000,000 .. 10,000,000",1826,3,677,3,1999,1999,0,3898,Strategy,"{'Strategy': 2704, 'RTS': 2128, 'Medieval': 1410, 'Multiplayer': 1376, 'Classic': 1296, 'Historical': 971, 'Base-Building': 839, 'City Builder': 737, 'Resource Management': 708, 'Singleplayer': 683, 'Tactical': 541, 'Real-Time': 487, 'Co-op': 472, 'Competitive': 441, 'Replay Value': 328, 'Remake': 296, '2D': 260, 'Isometric': 225, 'Action': 218, 'Adventure': 169}"
"Warhammer 40,000: Space Marine",55150,Relic Entertainment,SEGA,14138,1242,"1,000,000 .. 2,000,000",871,0,200,0,2999,2999,0,95,Action,"{'Warhammer 40K': 674, 'Action': 404, 'Third-Person Shooter': 345, 'Sci-fi': 271, 'Third Person': 214, 'Multiplayer': 212, 'Gore': 165, 'Shooter': 152, 'Singleplayer': 151, 'Hack and Slash': 125, 'Co-op': 94, 'Games Workshop': 91, 'Dystopian ': 71, 'Atmospheric': 68, 'Adventure': 66, 'Story Rich': 52, 'Futuristic': 52, 'Online Co-Op': 51, 'Controller': 40, 'Great Soundtrack': 18}"
Mount & Blade: Warband,48700,TaleWorlds Entertainment,TaleWorlds Entertainment,122144,2866,"2,000,000 .. 5,000,000",7481,488,1770,378,499,1999,75,5507,"Action, RPG","{'Medieval': 3111, 'RPG': 2350, 'Open World': 2236, 'Strategy': 1734, 'Sandbox': 1627, 'Action': 1467, 'Multiplayer': 1466, 'Moddable': 1295, 'Military': 1110, 'Adventure': 955, 'Horses': 933, 'Singleplayer': 799, 'Realistic': 761, 'First-Person': 745, 'Historical': 710, 'Third Person': 623, 'Simulation': 581, 'Hack and Slash': 573, 'Fantasy': 370, 'Indie': 320}"
BattleBlock Theater,238460,The Behemoth,The Behemoth,58064,1619,"2,000,000 .. 5,000,000",494,204,314,204,1499,1499,0,766,"Action, Adventure, Casual, Indie","{'Comedy': 1298, 'Co-op': 1261, 'Funny': 1107, 'Platformer': 1012, 'Multiplayer': 996, 'Local Co-Op': 727, 'Adventure': 692, 'Indie': 684, '2D': 641, 'Action': 580, 'Great Soundtrack': 541, 'Online Co-Op': 453, 'Cats': 447, 'Casual': 442, 'Puzzle': 432, 'Level Editor': 370, 'Local Multiplayer': 359, 'Singleplayer': 303, 'Difficult': 276, 'Team-Based': 196}"
CRSED: F.O.A.D.,884660,Darkflow Software,Gaijin Distribution KFT,25994,5935,"2,000,000 .. 5,000,000",266,517,67,517,0,0,0,675,"Action, Free to Play, Massively Multiplayer","{'Online Co-Op': 912, 'Free to Play': 893, 'Battle Royale': 893, 'Multiplayer': 887, 'Survival': 881, 'Action': 870, 'Shooter': 869, 'FPS': 863, 'Massively Multiplayer': 862, 'Funny': 859, 'Violent': 855, 'Co-op': 853, 'Third-Person Shooter': 852, 'First-Person': 852, 'PvP': 849, 'Third Person': 846, 'Early Access': 837, 'Open World': 209, 'World War II': 155, 'Memes': 143}"
Business Tour - Board Game with Online Multiplayer,397900,Creobit,8Floor,27444,17746,"2,000,000 .. 5,000,000",455,216,232,243,0,0,0,1035,"Casual, Free to Play, Indie, Massively Multiplayer, Strategy","{'Board Game': 931, 'Free to Play': 838, 'Multiplayer': 521, 'Strategy': 483, 'Casual': 417, 'Massively Multiplayer': 337, 'Indie': 276, 'Co-op': 228, 'Management': 225, 'Capitalism': 224, 'Funny': 221, 'Family Friendly': 215, 'Online Co-Op': 210, 'Singleplayer': 210, 'Trading': 209, 'Adventure': 202, 'Simulation': 196, 'Tabletop': 188, 'Psychological Horror': 181, 'Comedy': 175}"
